9d09e145c6b5d33,REX/ai/skullbreaker/electric_body_loop
882d0ba668a90fb,dlc5/tomb/fx_weather_vortex_elec_flash_beam_ring_bottom
30ce1df8f36819d,dlc5/tomb/fx_weather_vortex_elec_flash_beam_ring_middle
d86c16b70698603,dlc5/tomb/fx_weather_vortex_elec_flash_beam_ring_top
e66699f9dc0b54,dlc5/tomb/fx_weather_vortex_elec_flash_beam_spiral_slow
19e4eb34db2eb5b,dlc5/tomb/fx_weather_vortex_elec_flash_beam_zigzag_slow
59064655de16c5f,dlc5/tomb/fx_weather_vortex_elec_flash_sm
abbdd3e6dbd7bb9,dlc5/tomb/fx_weather_vortex_elec_flash_xsm
b5e54144ba5b7e7,dlc5/tomb/fx_weather_vortex_elec_flash_xxsm
afcb2f665989c18,dlc5/tomb/fx_weather_vortex_elec_noflash_beam_move_slow_sm
f865aaebb0810e8,dlc5/tomb/fx_weather_vortex_elec_noflash_beam_move_slow_xsm
47668e7e70f2938,dlc5/tomb/fx_weather_vortex_elec_noflash_beam_move_slow_xxsm
56ca688970ebcdd,dlc5/tomb/fx_weather_vortex_horizon
baada07f7ccb28,dlc5/tomb/fx_weather_vortex_horizon_elec_beam_branch
d4ee0920de123a2,dlc5/tomb/fx_weather_vortex_horizon_elec_beam_line
c72a10ca5b58be0,dlc5/tomb/fx_weather_vortex_horizon_elec_beam_zigzag
5b76b5079e66ef4,dlc5/tomb/fx_zmb_buildable_assemble_dust
57e328dfab36c0a,dlc5/zmb_traps/fx_fire_trap_med_loop
85c2cdf993bc6de,dlc5/zmb_traps/fx_zmb_cosmo_trap_fire_md
489f2251412576b,dlc5/zmb_weapon/fx_area_effect
75235875143d946,dlc5/zmb_weapon/fx_betty_impact_gen
e5bfd5882b8b045,dlc5/zmb_weapon/fx_c96_exp_impact
ad72f330125604e,dlc5/zmb_weapon/fx_explosion_betty_generic
23ffd030bfc4447,dlc5/zmb_weapon/fx_microwavegun_dw
54fc774d52777ba,dlc5/zmb_weapon/fx_microwavegun_dw_impact
7b85f044ece739b,dlc5/zmb_weapon/fx_microwavegun_dw_impact_ug
37e88d6948a6d94,dlc5/zmb_weapon/fx_microwavegun_dw_ring_emit
ed5096d2810824,dlc5/zmb_weapon/fx_microwavegun_dw_trail
9a9ba2b36e46101,dlc5/zmb_weapon/fx_microwavegun_dw_trail_ug
21079f1e99b3c0,dlc5/zmb_weapon/fx_microwavegun_dw_ug
be31c0e92a6f58b,dlc5/zmb_weapon/fx_microwavegun_dw_ug_world
dda89716f1c5f5c,dlc5/zmb_weapon/fx_microwavegun_dw_world
a488c81bd308460,dlc5/zmb_weapon/fx_microwavegun_impact
719b37d4ac32fd,dlc5/zmb_weapon/fx_microwavegun_impact_ug
22502030be5850e,dlc5/zmb_weapon/fx_microwavegun_lh
3b0a349080b5e99,dlc5/zmb_weapon/fx_microwavegun_lh_impact
9d91481431527e6,dlc5/zmb_weapon/fx_microwavegun_lh_impact_ug
f61f94ceb9064f9,dlc5/zmb_weapon/fx_microwavegun_lh_ring_emit
c029552fe528c09,dlc5/zmb_weapon/fx_microwavegun_lh_trail
ea62a73c293dd76,dlc5/zmb_weapon/fx_microwavegun_lh_trail_ug
5db10073d40e7bf,dlc5/zmb_weapon/fx_microwavegun_lh_ug
8a2f4c37127e204,dlc5/zmb_weapon/fx_microwavegun_lh_ug_world
ef2051595071009,dlc5/zmb_weapon/fx_microwavegun_lh_world
d3f2a54aefaec8e,dlc5/zmb_weapon/fx_microwavegun_trail
8c5fc4ccdbe0a3f,dlc5/zmb_weapon/fx_microwavegun_trail_ug
2b2628d1f670c83,dlc5/zmb_weapon/fx_microwavegun_view
c818e9c4289429c,dlc5/zmb_weapon/fx_microwavegun_view_ug
d6a1688e07352d6,dlc5/zmb_weapon/fx_microwavegun_world
e29b979f6655527,dlc5/zmb_weapon/fx_microwavegun_world_ug
24abde6c38de127,dlc5/zmb_weapon/fx_mystery_effect
8a27b3eeb441d32,dlc5/zmb_weapon/fx_one_inch_punch
8028ece954f3419,dlc5/zmb_weapon/fx_one_inch_punch_air
8a5ade50c80dcf6,dlc5/zmb_weapon/fx_one_inch_punch_elec
bf9f4ddfe1f1373,dlc5/zmb_weapon/fx_one_inch_punch_fire
d2cfbcebc73403a,dlc5/zmb_weapon/fx_one_inch_punch_ice
19a4f0886b913dd,dlc5/zmb_weapon/fx_one_inch_punch_impact
b81f760fd2cbe73,dlc5/zmb_weapon/fx_one_inch_punch_ug
614894f73f2e957,dlc5/zmb_weapon/fx_player_effect
c7f3aeae258b493,dlc5/zmb_weapon/fx_player_position_effect
98909c2a20a55a3,dlc5/zmb_weapon/fx_press
4522784eaaf6588,dlc5/zmb_weapon/fx_raygun2_bolt_emit
db9b060a20c73bf,dlc5/zmb_weapon/fx_raygun2_impact
6d06429be8314d6,dlc5/zmb_weapon/fx_raygun2_impact_flesh
c44e86a45b12b6d,dlc5/zmb_weapon/fx_raygun2_ug_bolt_emit
a6d54cec1ba4a4c,dlc5/zmb_weapon/fx_raygun2_ug_impact
56255c871f710c1,dlc5/zmb_weapon/fx_raygun2_ug_impact_flesh
b3fb0ae751ef7f7,dlc5/zmb_weapon/fx_raygun2_ug_view
ee965c95b1d744a,dlc5/zmb_weapon/fx_raygun2_ug_world
7e4d4cfc820ff90,dlc5/zmb_weapon/fx_raygun2_view
c89e6bbc102eab,dlc5/zmb_weapon/fx_raygun2_world
f99e07ac2a74ed,dlc5/zmb_weapon/fx_shrink_ray_impact
732491433772f1a,dlc5/zmb_weapon/fx_shrink_ray_impact_ug
e17bba02f1be63c,dlc5/zmb_weapon/fx_shrink_ray_muz_flash_1p
b97768395c52ed9,dlc5/zmb_weapon/fx_shrink_ray_muz_flash_1p_ug
e1ec7a02f22194e,dlc5/zmb_weapon/fx_shrink_ray_muz_flash_3p
2576ec321daaff,dlc5/zmb_weapon/fx_shrink_ray_muz_flash_3p_ug
784c2acff95d2a5,dlc5/zmb_weapon/fx_shrink_ray_trail
1617a2a7c6ef12,dlc5/zmb_weapon/fx_shrink_ray_trail_ug
ddae13b8994f6cf,dlc5/zmb_weapon/fx_shrink_ray_zombie_shrink
ef6e1246197efa0,dlc5/zmb_weapon/fx_shrink_ray_zombie_unshrink
2cc32e907de81c7,dlc5/zmb_weapon/fx_sizzle_blood_eyes
27a9e4455fdfec2,dlc5/zmb_weapon/fx_sizzle_blood_eyes_os
a47e116e2064049,dlc5/zmb_weapon/fx_sizzle_mist
21280223dff2419,dlc5/zmb_weapon/fx_sizzle_mist_a
2127d223dff1f00,dlc5/zmb_weapon/fx_sizzle_mist_b
cee414539164d46,dlc5/zmb_weapon/fx_sizzle_mist_low_g
295dce18520df2e,dlc5/zmb_weapon/fx_sizzle_mist_low_g_a
295dbe18520dd7b,dlc5/zmb_weapon/fx_sizzle_mist_low_g_b
2b78c91fb4d7680,dlc5/zmb_weapon/fx_staff_air_impact
14cc74ca1e82936,dlc5/zmb_weapon/fx_staff_air_impact_ug_miss
dfc61b2939aa581,dlc5/zmb_weapon/fx_staff_air_impact_ug_miss_trail
2299b8281f3ab65,dlc5/zmb_weapon/fx_staff_air_muz_flash_1p
d797d393a4ef036,dlc5/zmb_weapon/fx_staff_air_muz_flash_1p_rings_tread
1f5b47c36a2f398,dlc5/zmb_weapon/fx_staff_air_muz_flash_1p_rings_tread_c
4e31fa8fc384fd2,dlc5/zmb_weapon/fx_staff_air_muz_flash_1p_ug
230a78281f9de77,dlc5/zmb_weapon/fx_staff_air_muz_flash_3p
2388012d136b9d0,dlc5/zmb_weapon/fx_staff_air_muz_flash_3p_ug
d382518ff2e004f,dlc5/zmb_weapon/fx_staff_air_persistent
3a62064ccf1438f,dlc5/zmb_weapon/fx_staff_air_reload
8b7fabf119e0fcf,dlc5/zmb_weapon/fx_staff_charge
e796bb62209e5a6,dlc5/zmb_weapon/fx_staff_charge_air_lv1
1813f82b11b5f63,dlc5/zmb_weapon/fx_staff_charge_elec_lv1
58fcd55e4790b16,dlc5/zmb_weapon/fx_staff_charge_fire_lv1
67e323da6c5e2fd,dlc5/zmb_weapon/fx_staff_charge_ice_lv1
a1723e3cc949d07,dlc5/zmb_weapon/fx_staff_charge_ice_lv1 - Copy
c9cc3836f549d18,dlc5/zmb_weapon/fx_staff_charge_souls
c1ef7a930979311,dlc5/zmb_weapon/fx_staff_elec_fire_pulse
3e955cb64ad82c9,dlc5/zmb_weapon/fx_staff_elec_impact
5cafc7c83cd218f,dlc5/zmb_weapon/fx_staff_elec_impact_ug_hit_eyes
23a9bb258ff63e8,dlc5/zmb_weapon/fx_staff_elec_impact_ug_hit_torso
3ff6fd71d412b5f,dlc5/zmb_weapon/fx_staff_elec_impact_ug_miss
5b4e27414643338,dlc5/zmb_weapon/fx_staff_elec_muz_flash_1p
caf6cfd09144f75,dlc5/zmb_weapon/fx_staff_elec_muz_flash_1p_ug
5baee741468b34a,dlc5/zmb_weapon/fx_staff_elec_muz_flash_3p
6fe550f700cf14b,dlc5/zmb_weapon/fx_staff_elec_muz_flash_3p_ug
99e6292a9f9f59e,dlc5/zmb_weapon/fx_staff_elec_persistent
491182039ef557a,dlc5/zmb_weapon/fx_staff_elec_reload
f73ae120c331165,dlc5/zmb_weapon/fx_staff_elec_trail_bolt
590751b5ee8d1b7,dlc5/zmb_weapon/fx_staff_elec_trail_bolt_c
cda1cde2abac451,dlc5/zmb_weapon/fx_staff_elec_trail_bolt_cheap
487b0292e221ef8,dlc5/zmb_weapon/fx_staff_fire_equip
a7cf7719dbec15e,dlc5/zmb_weapon/fx_staff_fire_impact
21ae4e254c666bf,dlc5/zmb_weapon/fx_staff_fire_impact_ug_exp
aa533f84ebf0063,dlc5/zmb_weapon/fx_staff_fire_impact_ug_exp_1
a3b91459e1658fe,dlc5/zmb_weapon/fx_staff_fire_impact_ug_exp_loop
69858edcf4cd36c,dlc5/zmb_weapon/fx_staff_fire_impact_ug_exp_sm
8c75c77e2091bb,dlc5/zmb_weapon/fx_staff_fire_muz_flash_1p
42c0810c44d6394,dlc5/zmb_weapon/fx_staff_fire_muz_flash_1p_ug
8569c77e1a5ea9,dlc5/zmb_weapon/fx_staff_fire_muz_flash_3p
6a0b7a6ef218556,dlc5/zmb_weapon/fx_staff_fire_muz_flash_3p_ug
82f1702b5235889,dlc5/zmb_weapon/fx_staff_fire_persistent
ff9cf774b4fd431,dlc5/zmb_weapon/fx_staff_fire_reload
c0cb35e58863e1e,dlc5/zmb_weapon/fx_staff_fire_trail_bolt
d1383ba6acf7bee,dlc5/zmb_weapon/fx_staff_ice_exp
62d295db89ec5dd,dlc5/zmb_weapon/fx_staff_ice_impact
14330e36eb08529,dlc5/zmb_weapon/fx_staff_ice_impact_cheap
8c64c803a704010,dlc5/zmb_weapon/fx_staff_ice_impact_ug_hit
2cdc12d98937766,dlc5/zmb_weapon/fx_staff_ice_impact_ug_hit_decal
f8ba629b4341fd,dlc5/zmb_weapon/fx_staff_ice_impact_ug_miss_c
f7f93b8db7e810c,dlc5/zmb_weapon/fx_staff_ice_muz_flash_1p
f79f16e2101fc89,dlc5/zmb_weapon/fx_staff_ice_muz_flash_1p_ug
f869fb8db84b41e,dlc5/zmb_weapon/fx_staff_ice_muz_flash_3p
cb431d7f5e9686f,dlc5/zmb_weapon/fx_staff_ice_muz_flash_3p_ug
faf8e869ff792a,dlc5/zmb_weapon/fx_staff_ice_persistent
ba67c1a266bc10e,dlc5/zmb_weapon/fx_staff_ice_reload
c9288b92be47c39,dlc5/zmb_weapon/fx_staff_ice_trail_bolt
dfba53783ba92f0,dlc5/zmb_weapon/fx_staff_revive_muz_flash_1p
e02b13783c0c602,dlc5/zmb_weapon/fx_staff_revive_muz_flash_3p
b7757e8840c466a,dlc5/zmb_weapon/fx_thundergun_knockback_ground
40db591522f59ed,dlc5/zmb_weapon/fx_trail_c96
3cf052087f2fb2b,dlc5/zmb_weapon/fx_twist
ab3cab6e194c68e,dlc5/zmb_weapon/fx_zap_shock_dw
482bf63cb63890b,dlc5/zmb_weapon/fx_zap_shock_eyes_dw
467ac63cb4ca10a,dlc5/zmb_weapon/fx_zap_shock_eyes_lh
4bc9f63cb94caf2,dlc5/zmb_weapon/fx_zap_shock_eyes_ug
a98d5b6e17e1187,dlc5/zmb_weapon/fx_zap_shock_lh
a79bab6e1633317,dlc5/zmb_weapon/fx_zap_shock_ug
7385b10feededd3,dlc5/zmb_weapon/fx_zmb_trail_doll_blue
ae7e0f89275166e,dlc5/zmb_weapon/fx_zmb_trail_doll_green
db069757083bbfe,dlc5/zmb_weapon/fx_zmb_trail_doll_red
2d839f6169fc6f3,dlc5/zmb_weapon/fx_zmb_trail_doll_yellow
5eeff95557b66b0,dlc5/zmhd/fx_blood_drops_decal_emit
f82fe814f33ae27,dlc5/zmhd/fx_blood_splat_wall
e6ad4b16e2c20e8,dlc5/zmhd/fx_blood_streak_wide_emit
e472aa1ed924c0e,dlc5/zmhd/fx_decal_scorch_fire_md
d8243bfd2a7cf66,dlc5/zmhd/fx_dest_fire_vert
1f81238b12c382a,dlc5/zmhd/fx_dust_ceiling_impact_lg_mdbrown
1d756742826c204,dlc5/zmhd/fx_dust_impact_plume_small
63ab1f20810d572,dlc5/zmhd/fx_elec_player_md
60ad6f207e7f08f,dlc5/zmhd/fx_elec_player_sm
532e78b09d487e6,dlc5/zmhd/fx_elec_player_torso
570b3017ebad3d2,dlc5/zmhd/fx_elec_spark_bounce_blue_lg
65d7d81308713fe,dlc5/zmhd/fx_elec_spark_emit
113fb2185c4426b,dlc5/zmhd/fx_elec_sparking_oneshot
b6ea972f72804fd,dlc5/zmhd/fx_elec_wire_spark_burst
c91be869ace5572,dlc5/zmhd/fx_elec_wire_spark_burst_xsm
cfaba8cc77d01da,dlc5/zmhd/fx_elec_wire_spark_dl_oneshot
dd2560107f0cfc4,dlc5/zmhd/fx_exp_rocket_debris_trail
67d23166cdd0f66,dlc5/zmhd/fx_exp_rocket_debris_trail_c
fe5b82fdfc6df7f,dlc5/zmhd/fx_flesh_gib_fatal_01
70343e506525ffe,dlc5/zmhd/fx_flesh_hit_splat
999fe1bc1d10d9a,dlc5/zmhd/fx_footstep_dust
a0cc41a2561946d,dlc5/zmhd/fx_geotrail_jet_contrail
ccb4fd7b1ce4d6c,dlc5/zmhd/fx_insect_swarm_lg
d248902a7fa44e0,dlc5/zmhd/fx_lensflare_stagelight
5825b2fd7c20268,dlc5/zmhd/fx_lensflare_theater_projector
57ed7dfb7d50cc1,dlc5/zmhd/fx_lgt_cosmo_fire_omni
cd94fce78054a82,dlc5/zmhd/fx_lgt_electric_crackle_lifetime_01
3aa9d6bfcbfccf4,dlc5/zmhd/fx_lgt_electric_crackle_zspwn_02
3aa9e6bfcbfcea7,dlc5/zmhd/fx_lgt_electric_crackle_zspwn_03
3aa9b6bfcbfc98e,dlc5/zmhd/fx_lgt_electric_crackle_zspwn_04
c3ab849aa59d44e,dlc5/zmhd/fx_lgt_electric_group_01
c3ab749aa59d29b,dlc5/zmhd/fx_lgt_electric_group_02
c3ab649aa59d0e8,dlc5/zmhd/fx_lgt_electric_group_03
60cc67d9e878f3a,dlc5/zmhd/fx_mp_dlc4_roof_spill
df1aa27d0c4adc,dlc5/zmhd/fx_mp_light_corona_bulb_ceiling
d5aa9fb996575cc,dlc5/zmhd/fx_mp_ray_spotlight_xlg
6769dadb9155bb1,dlc5/zmhd/fx_mp_star_shooting
28b1ead4822afed,dlc5/zmhd/fx_mp_star_shooting_debris
9c9b89fc9df8fb0,dlc5/zmhd/fx_mp_star_shooting_debris_chunks
65db3b1797ce3a9,dlc5/zmhd/fx_mp_star_shooting_debris_chunks_burst
3f1c4f53f55e371,dlc5/zmhd/fx_mp_star_shooting_geotrail
d4885310154506e,dlc5/zmhd/fx_null
8051aa90767c2de,dlc5/zmhd/fx_perk_daiquiri
2f97347d9d183e6,dlc5/zmhd/fx_perk_doubletap
45715d99f2bab20,dlc5/zmhd/fx_perk_juggernaut
b8ee76f670f2fa6,dlc5/zmhd/fx_perk_lottery_4
afd0338d289c616,dlc5/zmhd/fx_perk_lottery_start
6b08cc0664b7538,dlc5/zmhd/fx_perk_mule_kick
38e97d9bae86c0d,dlc5/zmhd/fx_perk_quick_revive
26b6a2d88379aba,dlc5/zmhd/fx_perk_sleight_of_hand
5be4ccd077d4b82,dlc5/zmhd/fx_perk_stamin_up
2ac285cc54dc335,dlc5/zmhd/fx_perk_widows_wine
f98f680445bec6c,dlc5/zmhd/fx_pipe_steam_md
9b02a08f434deac,dlc5/zmhd/fx_quad_teleport_in
8df4536d9c99f59,dlc5/zmhd/fx_quad_teleport_out
c3e64de85883f6,dlc5/zmhd/fx_russian_rocket_exhaust_zmb
d797a78d6bec639,dlc5/zmhd/fx_steam_burst_elem1
445f3681662d1a1,dlc5/zmhd/fx_trail_blood_streak
739e3c4506740eb,dlc5/zmhd/fx_water_splash_single_md
52eb5f4f2330fa5,dlc5/zmhd/fx_wmd_sr71_vapor_vent_elem1
61c73ada74ff10f,dlc5/zmhd/fx_wonder_fizz_light_green
c1647c9579fcd33,dlc5/zmhd/fx_wonder_fizz_light_red
58e338760e88864,dlc5/zmhd/fx_wonder_fizz_light_yellow
57cecc91e77e084,dlc5/zmhd/fx_zapper_powerbox_on
af68a2b2a83792c,dlc5/zmhd/fx_zbarrier_wall_debris_fall_emitter
e99cb718f743110,dlc5/zmhd/fx_zbarrier_wall_debris_fall_os
19340ab675bab7d,dlc5/zmhd/fx_zbarrier_wall_impact_os
98d70b4cee0d112,dlc5/zmhd/fx_zmb_elec_burst_heavy_os_int
cc4f8df1d9b22b6,dlc5/zmhd/fx_zmb_elec_shower_os
3332c2a43e20ab7,dlc5/zmhd/fx_zmb_elec_shower_sm_os
3cd1be834556cda,dlc5/zmhd/fx_zmb_elec_spark_burst_loop
f81a69121b93c9b,dlc5/zmhd/fx_zmb_monkey_eyes
a04dbe8f6680414,dlc5/zmhd/fx_zmb_monkey_ground_hit
fa92cebad435537,dlc5/zmhd/fx_zombie_auto_turret_light
201910c5a51ff52,dlc5/zmhd/fx_zombie_bloodsplat
9b4a00bdfe0232a,dlc5/zmhd/fx_zombie_bloodspurt
a63c3f0cd0f866f,dlc5/zmhd/fx_zombie_coast_marker
b0e346936f97bea,dlc5/zmhd/fx_zombie_coast_marker_fl
aa79678765ed8d4,dlc5/zmhd/fx_zombie_couch_effect
1d59fec04a2756,dlc5/zmhd/fx_zombie_couch_effect_c
c85294da67a3a2f,dlc5/zmhd/fx_zombie_dog_breath
d6eb9cf3b20c348,dlc5/zmhd/fx_zombie_dog_explosion
b59d222066dfc41,dlc5/zmhd/fx_zombie_elec_gen_idle
1ada322509ce426,dlc5/zmhd/fx_zombie_elec_gen_on
711f19c9140fed0,dlc5/zmhd/fx_zombie_elec_trail
ea501a833c4d025,dlc5/zmhd/fx_zombie_eye_single_blue
45c349a8f7407d4,dlc5/zmhd/fx_zombie_quad_gas_nova6
f533d6f9b9579be,dlc5/zmhd/fx_zombie_quad_trail
4625efd9a2a847d,dlc5/zmhd/fx_zombie_wire_spark
4d1199b934cd09b,dlc5/zmhd/fx_zombie_zapper_light_green
8c380e99774e84f,dlc5/zmhd/fx_zombie_zapper_light_red
d0eeded5b7a4495,dlc5/zmhd/fx_zombie_zapper_powerbox_on
6a90e088692db15,dlc5/zmhd/fx_zombie_zapper_wall_control_on
1b5e0ce8148abc,dlc5/zmhd/fx_ztem_meteorite_splash_trail_os
c98d6085c2c8c70,dlc5/zmhd/fx_ztem_zombie_torso_steam_os
6354d94937313c6,dlc5/zmhd/theater/fx_quad_blood_impact_decal
ba7a7ee0ce85299,dlc6/fx_muz_an94_1p
baeb3ee0cee85ab,dlc6/fx_muz_an94_3p
a1545566a016305,dlc6/fx_muz_break_md_2arc_1p
a1b51566a05e317,dlc6/fx_muz_break_md_2arc_3p
d07dd05ff326341,dlc6/mp_redwood_ice/fx_lantern_glow
ff8b8e9452b5594,dlc6/mp_redwood_ice/fx_snow_cabin_ceiling
4d51cfe697d6bc7,dlc6/mp_redwood_ice/fx_snow_ground_wind
e4c203c9788bfa1,dlc6/mp_redwood_ice/fx_snow_ground_wind_area
337ac51fa2feb04,dlc6/mp_redwood_ice/fx_snow_windy_lg
57962acce211b03,dlc6/mp_redwood_ice/fx_snow_windy_vect
9dff7d127bb53b7,dlc7/fx_muz_china_lake_1p
9d8ebd127b520a5,dlc7/fx_muz_china_lake_3p
755dd859bac346f,dlc7/mp_veiled_heyday/fx_dust_linger_heyday
7ce9660196bf873,dlc7/mp_veiled_heyday/fx_frozen_jet_heyday
2f8544b4973f066,dlc7/mp_veiled_heyday/fx_frozen_steam_heyday
9452c97fb61d994,dlc7/mp_veiled_heyday/fx_light_card_heyday
43d0446de6b3ec6,dlc7/mp_veiled_heyday/fx_light_ray_lg_thin_heyday
1190942b3e71a23,dlc7/mp_veiled_heyday/fx_rain_heyday
b01f8942504144b,dlc7/mp_veiled_heyday/fx_rain_heyday_splash
7b6ec663d8c7009,dlc7/mp_veiled_heyday/fx_steam_area_heyday
af88defbd7d54d3,dlc7/mp_veiled_heyday/fx_steam_ground_heyday
b7587e8c775bd0b,dlc7/mp_veiled_heyday/fx_waterpipe_heyday_splash_sm
eb6cd257b3f2260,donut/fx_muz_blast_1p
542eb4a1347f279,donut/fx_muz_blast_1p_new
ebdd9257b455572,donut/fx_muz_blast_3p
4625afaab0099f4,donut/fx_raygun_trail_ring_emit_ug_zmb
cc171687c6f3403,donut/fx_raygun_trail_ring_emit_zmb
125fb437109a14b,donut/fx_sword_slam_hhhh_1p
de62535092d4fb8,donut/fx_sword_trail_hhhh_1p
a2791324fa6ab66,donut/horsemann_death
e4b01547f5ec9bb,donut/horsemann_spawn
4d2f1db80172b16,electric/fx_ability_elec_sensory_ol_human
f19a29b3b07507d,electric/fx_ability_elec_sensory_ol_weapon
c8eceddd104eff3,electric/fx_ability_elec_startup_amws
a54e35ac27ac4a3,electric/fx_ability_elec_startup_raps
dc8488b8e884e29,electric/fx_ability_elec_startup_robot
c674c73cf9c5084,electric/fx_ability_elec_startup_wasp
285064b7c3d7bb9,electric/fx_ability_elec_strike_generic
5cbf85e1cde1cc6,electric/fx_ability_elec_strike_impact
d265917b27d2468,electric/fx_ability_elec_strike_short_human
21c89faa078cd89,electric/fx_ability_elec_strike_short_robot
64893dc21922c9c,electric/fx_ability_elec_strike_short_warlord
859500f6ba78764,electric/fx_ability_elec_strike_short_wasp
2887ce88da86808,electric/fx_ability_elec_strike_trail
1f8c3caa01c7e85,electric/fx_ability_elec_surge_short_amws
1d2dcb013a19287,electric/fx_ability_elec_surge_short_pamws
9b2c066755f3d5d,electric/fx_ability_elec_surge_short_raps
f2bd8c5bb300b77,electric/fx_ability_elec_surge_short_robot
a180daf4946a6bf,electric/fx_ability_elec_surge_short_robot_optim
c6ca6244dff4edf,electric/fx_ability_elec_surge_short_turret
b9c9729b449f05c,electric/fx_ability_elec_surge_short_upgrade_amws
87500a1f3918aec,electric/fx_ability_elec_surge_short_upgrade_pamws
7d002ac7835a674,electric/fx_ability_elec_surge_short_upgrade_raps
c5a51ce90cf388,electric/fx_ability_elec_surge_short_upgrade_robot
6e674cbc948c3aa,electric/fx_ability_elec_surge_short_upgrade_turret
3e05dd61b511487,electric/fx_ability_elec_surge_short_upgrade_wasp
ab75d3ccfc9a7ee,electric/fx_ability_elec_surge_short_wasp
1580ca60a61ccd2,electric/fx_ability_elec_surge_trail
2f6a14444d0ef7a,electric/fx_ability_servo_shortout_robot
54b0dc430d8c30a,electric/fx_arc_weld_prop_3d_printer
2474eb2b70a739c,electric/fx_arc_weld_sm
cd2e1977545d60d,electric/fx_elec_ability_rapid_strike_robot
47b04ea28f8b311,electric/fx_elec_apt_utility_room_os
dfed7131c0abf11,electric/fx_elec_arc_loop_prologue
579355b84011ae5,electric/fx_elec_arc_loop_sm_02_prologue
c2f1556a63da768,electric/fx_elec_arc_loop_sm_prologue
79dd411a280475,electric/fx_elec_arc_med_loop_hacktower
d18b0c60474fb3,electric/fx_elec_arc_robot_event_blkstn
8734b56c79b67c9,electric/fx_elec_arc_spark_veng
75dd0cc116d146f,electric/fx_elec_arm_sparks_igc_lotus
3222c291fd31331,electric/fx_elec_birth_tree_arc_large
9db79cfee62bbe4,electric/fx_elec_birth_tree_arc_large_os
689ff74a7f3e6c,electric/fx_elec_birth_tree_arc_strike
a5f8600d8a1677a,electric/fx_elec_birth_tree_arcs
810181238b20a3c,electric/fx_elec_bolt_rail_anim_zmb_zod
b9e707a572fbf22,electric/fx_elec_burst_child_monitor_lotus
b66ed66b37f4d2f,electric/fx_elec_burst_lg_x180_os
7dab9df72feb53b,electric/fx_elec_burst_lg_z270_os
511ef70938e0cc2,electric/fx_elec_burst_med_monitor_lotus
da39249c8c9d57d,electric/fx_elec_burst_xlg_monitor_lotus
614b40391ceed78,electric/fx_elec_burst_xlg_prologue
d8745db980a00b6,electric/fx_elec_burst_xxlg_zdo
e92f42a6fcfb3b4,electric/fx_elec_dmg_robot_helper_zod_zmb
c42985271b6ba4,electric/fx_elec_emp_machines_nworld
ad7c6e01c4a0bcc,electric/fx_elec_enemy_juiced_shotgun
a80eda11254742b,electric/fx_elec_geotrail
cc1cef1c0f7800b,electric/fx_elec_geotrail_large
c66da64fa935922,electric/fx_elec_gp_wire_sparking_sml_anim
cc336d46095e23,electric/fx_elec_gp_wire_sparking_sml_anim_v2
13c8857dd563ee,electric/fx_elec_gp_wire_sparking_xsml_anim
dbd8ea3a5341131,electric/fx_elec_gp_wire_sparking_xsml_anim_loop
326ea207f021727,electric/fx_elec_gp_wire_sparking_xsml_anim_v2
acdf7f9f5de2462,electric/fx_elec_gp_wire_sparking_xsml_anim_v2_os
326e9207f021574,electric/fx_elec_gp_wire_sparking_xsml_anim_v3
d1b16be961fc85c,electric/fx_elec_gp_wire_sparking_xsml_thick_anim
a34070f575b025d,electric/fx_elec_gp_wire_sparking_xsml_thick_anim_v2
a34060f575b00aa,electric/fx_elec_gp_wire_sparking_xsml_thick_anim_v3
d97ca53307fbe53,electric/fx_elec_gunship_dmg_1
202d0eccfb6fda6,electric/fx_elec_gunship_dmg_1_os
89aba4dae9354fa,electric/fx_elec_igc_arm_spark_lotus
c2ac9e060a9ae45,electric/fx_elec_igc_arm_spark_os_lotus
4dfe851a90622df,electric/fx_elec_laser_cutter
4488e3f95631345,electric/fx_elec_laser_cutter_smk
c7a32ccc2901612,electric/fx_elec_lightning_fold_infection
c7749038a6a9132,electric/fx_elec_mainframe_wire_trail_os_zmb
67b3da04191ceff,electric/fx_elec_mainframe_wire_trail_zmb
e94d60566deef43,electric/fx_elec_missle_fall_prologue
de7a5e4675bfdfc,electric/fx_elec_model_wires_metal_recessed_sm
bb5902991d7cc3e,electric/fx_elec_nuke_tree_arcs
2e93e6280a5b97f,electric/fx_elec_rail_1_os_zod_zmb
ecf94df27ecb610,electric/fx_elec_rail_2_os_zod_zmb
6504a251d5588d1,electric/fx_elec_robot_arm_doctor
b63e61177c06d57,electric/fx_elec_robot_burst_stand_down_lotus
d9b9cffbac987b2,electric/fx_elec_robot_joint_os
b7317d734f7b5d2,electric/fx_elec_robot_joint_runner
62ad76bb6e5b554,electric/fx_elec_robot_stand_down_lotus
678f498c93a0087,electric/fx_elec_spark_burst_igc_sgen_timelapse
62dd99beaa373f0,electric/fx_elec_spark_burst_igc_sgen_timelapse_zneg
a43e49d22aa8efb,electric/fx_elec_spark_elevator_biodomes
1ae33eaf87a5588,electric/fx_elec_spark_gib_robot_limb_left
11f6f7b725c1f5b,electric/fx_elec_spark_gib_robot_limb_rt
f6c6afc14014ab9,electric/fx_elec_spark_loop_sm
9e65018f0ec8f2f,electric/fx_elec_sparks_barge_roof_blue_blkstn
